IBGE,Metropolitan Area,Month,Year,Category,Weight,Variation
,Recife,9,2012,Housing,13.7026,0.62
,Recife,10,2012,Housing,13.6644,0.36
,Recife,11,2012,Housing,13.6177,0.52
,Recife,12,2012,Housing,13.6331,0.5
,Recife,1,2013,Housing,13.611,-0.54
,Recife,2,2013,Housing,13.4309,-1.88
,Recife,3,2013,Housing,13.0616,1.17
,Recife,4,2013,Housing,13.1744,0.98
,Recife,5,2013,Housing,13.1918,1.13
,Recife,6,2013,Housing,13.2462,0.52
,Recife,7,2013,Housing,13.2795,0.34
,Recife,8,2013,Housing,13.3021,0.55
,Recife,9,2013,Housing,13.3296,0.98
,Recife,10,2013,Housing,13.3895,1.17
,Recife,11,2013,Housing,13.4571,-0.32
,Recife,12,2013,Housing,13.3647,0.95
,Recife,1,2014,Housing,13.3885,0.79
,Recife,2,2014,Housing,13.4347,0.69
,Recife,3,2014,Housing,13.4613,0.2
,Recife,4,2014,Housing,13.4262,0.93
,Recife,5,2014,Housing,13.4469,3.86
,Recife,6,2014,Housing,13.8092,0.53
,Recife,7,2014,Housing,13.7697,1.23
,Recife,8,2014,Housing,13.9508,-0.22
,Recife,9,2014,Housing,13.8572,1.45
,Recife,10,2014,Housing,13.9649,0.4
,Recife,11,2014,Housing,13.9866,0.68
,Recife,12,2014,Housing,14.0168,0.37
,Recife,1,2015,Housing,14.0268,1.39
,Recife,2,2015,Housing,14.1601,1.88
,Recife,3,2015,Housing,14.205,0.94
,Recife,4,2015,Housing,14.2676,2.15
,Recife,5,2015,Housing,14.4667,3.19
,Recife,6,2015,Housing,14.7196,0.2
,Recife,7,2015,Housing,14.591,0.91
,Recife,8,2015,Housing,14.5954,-0.77
,Recife,9,2015,Housing,14.4271,0.6
,Recife,10,2015,Housing,14.4717,1.15
,Recife,11,2015,Housing,14.5191,0.09
,Recife,12,2015,Housing,14.4285,-0.22
,Recife,1,2016,Housing,14.2717,-0.14
,Recife,2,2016,Housing,14.0881,0.45
,Recife,3,2016,Housing,13.9857,-0.3
,Recife,4,2016,Housing,13.9529,-0.38
,Recife,5,2016,Housing,13.8113,2.37
,Recife,6,2016,Housing,14.0169,1.21
,Recife,7,2016,Housing,14.1186,1.21
,Recife,8,2016,Housing,14.1561,-0.61
,Recife,9,2016,Housing,14.0589,1.21
,Recife,10,2016,Housing,14.1576,0.73
,Recife,11,2016,Housing,14.2205,0.43
,Recife,12,2016,Housing,14.2098,-0.5
,Recife,1,2017,Housing,14.0953,-0.07
,Recife,2,2017,Housing,14.057,-0.49
,Recife,3,2017,Housing,13.9609,1
,Recife,4,2017,Housing,14.0299,-0.62
,Recife,5,2017,Housing,13.8826,4.72
,Recife,6,2017,Housing,14.436,-0.09
,Recife,7,2017,Housing,14.417,1.44
,Recife,8,2017,Housing,14.5658,-0.88
,Recife,9,2017,Housing,14.3915,0.68
,Recife,10,2017,Housing,14.5122,2.12
,Recife,11,2017,Housing,14.8029,0.92
,Recife,12,2017,Housing,14.9122,-0.11
,Recife,1,2018,Housing,14.8471,-1.37
,Recife,2,2018,Housing,14.6556,-0.4
,Recife,3,2018,Housing,14.5659,0.11
,Recife,4,2018,Housing,14.6317,0.03
,Recife,5,2018,Housing,14.5938,2.95
,Recife,6,2018,Housing,14.9203,2.22
,Recife,7,2018,Housing,15.0185,0.91
,Recife,8,2018,Housing,15.1402,0.26
,Recife,9,2018,Housing,15.1731,-0.15
,Recife,10,2018,Housing,15.1125,-0.85
,Recife,11,2018,Housing,14.9526,-1.26
,Recife,12,2018,Housing,14.7914,-0.16
,Recife,1,2019,Housing,14.7587,-1.01
,Salvador,1,2012,Housing,14.1834,0.84
,Salvador,2,2012,Housing,14.2695,0.46
,Salvador,3,2012,Housing,14.2715,0.77
,Salvador,4,2012,Housing,14.335,0.08
,Salvador,5,2012,Housing,14.2956,2.69
,Salvador,6,2012,Housing,14.5708,0.18
,Salvador,7,2012,Housing,14.5519,-0.07
,Salvador,8,2012,Housing,14.4493,0.49
,Salvador,9,2012,Housing,14.4601,0.6
,Salvador,10,2012,Housing,14.457,0.57
,Salvador,11,2012,Housing,14.4138,0.24
,Salvador,12,2012,Housing,14.3811,0.5
,Salvador,1,2013,Housing,14.3665,-0.84
,Salvador,2,2013,Housing,14.142,-2.97
,Salvador,3,2013,Housing,13.6276,0.87
,Salvador,4,2013,Housing,13.6807,0.38
,Salvador,5,2013,Housing,13.6869,-0.9
,Salvador,6,2013,Housing,13.5281,2.2
,Salvador,7,2013,Housing,13.7532,0.81
,Salvador,8,2013,Housing,13.8648,-0.25
,Salvador,9,2013,Housing,13.7961,0.43
,Salvador,10,2013,Housing,13.8458,0.45
,Salvador,11,2013,Housing,13.8928,0.16
,Salvador,12,2013,Housing,13.8819,-0.28
,Salvador,1,2014,Housing,13.6777,1.05
,Salvador,2,2014,Housing,13.7456,0.58
,Salvador,3,2014,Housing,13.7549,1.24
,Salvador,4,2014,Housing,13.8306,0.69
,Salvador,5,2014,Housing,13.8204,2.19
,Salvador,6,2014,Housing,14.06,1.82
,Salvador,7,2014,Housing,14.1984,-1.08
,Salvador,8,2014,Housing,14.1139,0.32
,Salvador,9,2014,Housing,14.096,1.68
,Salvador,10,2014,Housing,14.1879,-0.52
,Salvador,11,2014,Housing,14.1143,1.34
,Salvador,12,2014,Housing,14.2584,-0.25
,Salvador,1,2015,Housing,14.1468,0.51
,Salvador,2,2015,Housing,14.121,2.29
,Salvador,3,2015,Housing,14.2081,1.59
,Salvador,4,2015,Housing,14.3205,1.36
,Salvador,5,2015,Housing,14.4423,1.72
,Salvador,6,2015,Housing,14.5793,0.44
,Salvador,7,2015,Housing,14.4806,-0.5
,Salvador,8,2015,Housing,14.3419,0.37
,Salvador,9,2015,Housing,14.3067,1.05
,Salvador,10,2015,Housing,14.4029,1.52
,Salvador,11,2015,Housing,14.5383,0.08
,Salvador,12,2015,Housing,14.3994,0.61
,Salvador,1,2016,Housing,14.3679,1.54
,Salvador,2,2016,Housing,14.3835,0.11
,Salvador,3,2016,Housing,14.1989,-1.55
,Salvador,4,2016,Housing,14.0099,0.16
,Salvador,5,2016,Housing,13.9476,1.78
,Salvador,6,2016,Housing,14.0724,1.81
,Salvador,7,2016,Housing,14.2506,0.91
,Salvador,8,2016,Housing,14.2277,-0.5
,Salvador,9,2016,Housing,14.1252,1.27
,Salvador,10,2016,Housing,14.2874,0.71
,Salvador,11,2016,Housing,14.3224,0.47
,Salvador,12,2016,Housing,14.4187,-0.3
,Salvador,1,2017,Housing,14.3439,0.2
,Salvador,2,2017,Housing,14.304,0.1
,Salvador,3,2017,Housing,14.241,1.05
,Salvador,4,2017,Housing,14.3893,-1.15
,Salvador,5,2017,Housing,14.2561,2.62
,Salvador,6,2017,Housing,14.5736,1.38
,Salvador,7,2017,Housing,14.7625,0.98
,Salvador,8,2017,Housing,14.8438,-1.28
,Salvador,9,2017,Housing,14.6451,1.15
,Salvador,10,2017,Housing,14.7674,1.39
,Salvador,11,2017,Housing,14.9052,0.46
,Salvador,12,2017,Housing,15.0328,-1.06
,Salvador,1,2018,Housing,14.8737,-1.55
,Salvador,2,2018,Housing,14.6208,0.36
,Salvador,3,2018,Housing,14.5965,0.2
,Salvador,4,2018,Housing,14.6702,0.7
,Salvador,5,2018,Housing,14.7224,2.97
,Salvador,6,2018,Housing,14.9941,2.65
,Salvador,7,2018,Housing,15.238,1.27
,Salvador,8,2018,Housing,15.3732,0.03
,Salvador,9,2018,Housing,15.4037,0.26
,Salvador,10,2018,Housing,15.3793,-0.14
,Salvador,11,2018,Housing,15.287,-0.92
,Salvador,12,2018,Housing,15.2104,-0.49
,Salvador,1,2019,Housing,15.0628,0.31
,Belo Horizonte,1,2012,Housing,15.2827,0.52
,Belo Horizonte,2,2012,Housing,15.2782,0.72
,Belo Horizonte,3,2012,Housing,15.2924,0.12
,Belo Horizonte,4,2012,Housing,15.2463,1.02
,Belo Horizonte,5,2012,Housing,15.3113,1.57
,Belo Horizonte,6,2012,Housing,15.4486,0.78
,Belo Horizonte,7,2012,Housing,15.5458,0.66
,Belo Horizonte,8,2012,Housing,15.584,0.23
,Belo Horizonte,9,2012,Housing,15.561,0.76
,Belo Horizonte,10,2012,Housing,15.5723,0.14
,Belo Horizonte,11,2012,Housing,15.5282,0.51
,Belo Horizonte,12,2012,Housing,15.5292,0.24
,Belo Horizonte,1,2013,Housing,15.4957,0.07
,Belo Horizonte,2,2013,Housing,15.4111,-2.37
,Belo Horizonte,3,2013,Housing,14.9191,0.77
,Belo Horizonte,4,2013,Housing,14.9414,0.79
,Belo Horizonte,5,2013,Housing,14.9617,1.52
,Belo Horizonte,6,2013,Housing,15.1157,0.65
,Belo Horizonte,7,2013,Housing,15.1675,0.3
,Belo Horizonte,8,2013,Housing,15.1949,0.41
,Belo Horizonte,9,2013,Housing,15.2532,0.5
,Belo Horizonte,10,2013,Housing,15.2785,0.51
,Belo Horizonte,11,2013,Housing,15.2971,0.56
,Belo Horizonte,12,2013,Housing,15.3099,0.43
,Belo Horizonte,1,2014,Housing,15.2624,0.52
,Belo Horizonte,2,2014,Housing,15.262,0.55
,Belo Horizonte,3,2014,Housing,15.2316,0.26
,Belo Horizonte,4,2014,Housing,15.152,2.33
,Belo Horizonte,5,2014,Housing,15.3847,1.58
,Belo Horizonte,6,2014,Housing,15.5181,0.46
,Belo Horizonte,7,2014,Housing,15.5064,0.34
,Belo Horizonte,8,2014,Housing,15.5444,-0.27
,Belo Horizonte,9,2014,Housing,15.5052,0.86
,Belo Horizonte,10,2014,Housing,15.5646,0.64
,Belo Horizonte,11,2014,Housing,15.6134,0.37
,Belo Horizonte,12,2014,Housing,15.615,-0.07
,Belo Horizonte,1,2015,Housing,15.5463,2.34
,Belo Horizonte,2,2015,Housing,15.7633,0.28
,Belo Horizonte,3,2015,Housing,15.6354,5.02
,Belo Horizonte,4,2015,Housing,16.1822,1.21
,Belo Horizonte,5,2015,Housing,16.2693,2.1
,Belo Horizonte,6,2015,Housing,16.4849,1.28
,Belo Horizonte,7,2015,Housing,16.5565,0.8
,Belo Horizonte,8,2015,Housing,16.5704,-0.02
,Belo Horizonte,9,2015,Housing,16.5561,1.18
,Belo Horizonte,10,2015,Housing,16.6784,0.36
,Belo Horizonte,11,2015,Housing,16.6428,-0.04
,Belo Horizonte,12,2015,Housing,16.5089,-0.15
,Belo Horizonte,1,2016,Housing,16.3997,0.37
,Belo Horizonte,2,2016,Housing,16.2933,0.33
,Belo Horizonte,3,2016,Housing,16.1864,-0.86
,Belo Horizonte,4,2016,Housing,15.9722,-0.85
,Belo Horizonte,5,2016,Housing,15.721,1.94
,Belo Horizonte,6,2016,Housing,15.8934,1.71
,Belo Horizonte,7,2016,Housing,16.0366,0.13
,Belo Horizonte,8,2016,Housing,15.9427,0.12
,Belo Horizonte,9,2016,Housing,15.9148,0.77
,Belo Horizonte,10,2016,Housing,16.0388,0.62
,Belo Horizonte,11,2016,Housing,16.091,0.41
,Belo Horizonte,12,2016,Housing,16.1441,-0.67
,Belo Horizonte,1,2017,Housing,16.007,0.58
,Belo Horizonte,2,2017,Housing,16.0177,0.29
,Belo Horizonte,3,2017,Housing,16.0048,1.33
,Belo Horizonte,4,2017,Housing,16.2268,-1.36
,Belo Horizonte,5,2017,Housing,16.0157,1.28
,Belo Horizonte,6,2017,Housing,16.177,-2.21
,Belo Horizonte,7,2017,Housing,15.8757,1.87
,Belo Horizonte,8,2017,Housing,16.1161,0.99
,Belo Horizonte,9,2017,Housing,16.2273,0.22
,Belo Horizonte,10,2017,Housing,16.2216,1.48
,Belo Horizonte,11,2017,Housing,16.4118,1.02
,Belo Horizonte,12,2017,Housing,16.6037,-0.89
,Belo Horizonte,1,2018,Housing,16.4098,-1.45
,Belo Horizonte,2,2018,Housing,16.1326,0.09
,Belo Horizonte,3,2018,Housing,16.0923,0.58
,Belo Horizonte,4,2018,Housing,16.1509,-0.24
,Belo Horizonte,5,2018,Housing,16.0744,-0.15
,Belo Horizonte,6,2018,Housing,16.0136,4.91
,Belo Horizonte,7,2018,Housing,16.4764,1.46
,Belo Horizonte,8,2018,Housing,16.6798,1.11
,Belo Horizonte,9,2018,Housing,16.8644,-1.18
,Belo Horizonte,10,2018,Housing,16.616,-0.32
,Belo Horizonte,11,2018,Housing,16.5005,-0.11
,Belo Horizonte,12,2018,Housing,16.5073,0.52
,Belo Horizonte,1,2019,Housing,16.5967,0
,Rio de Janeiro,1,2012,Housing,16.4162,0.28
,Rio de Janeiro,2,2012,Housing,16.303,1.19
,Rio de Janeiro,3,2012,Housing,16.3298,0.63
,Rio de Janeiro,4,2012,Housing,16.4369,0.86
,Rio de Janeiro,5,2012,Housing,16.4451,0.9
,Rio de Janeiro,6,2012,Housing,16.5824,0.12
,Rio de Janeiro,7,2012,Housing,16.5533,0.31
,Rio de Janeiro,8,2012,Housing,16.503,1.03
,Rio de Janeiro,9,2012,Housing,16.5938,0.41
,Rio de Janeiro,10,2012,Housing,16.5311,0.27
,Rio de Janeiro,11,2012,Housing,16.4962,1.91
,Rio de Janeiro,12,2012,Housing,16.7433,0.86
,Rio de Janeiro,1,2013,Housing,16.6872,0.21
,Rio de Janeiro,2,2013,Housing,16.6268,-2.04
,Rio de Janeiro,3,2013,Housing,16.2391,-0.15
,Rio de Janeiro,4,2013,Housing,16.1755,0.72
,Rio de Janeiro,5,2013,Housing,16.2031,1.46
,Rio de Janeiro,6,2013,Housing,16.3361,0.11
,Rio de Janeiro,7,2013,Housing,16.2319,0.03
,Rio de Janeiro,8,2013,Housing,16.2444,0.69
,Rio de Janeiro,9,2013,Housing,16.3221,0.79
,Rio de Janeiro,10,2013,Housing,16.3793,0.28
,Rio de Janeiro,11,2013,Housing,16.3356,1.76
,Rio de Janeiro,12,2013,Housing,16.5062,0.89
,Rio de Janeiro,1,2014,Housing,16.4725,0.13
,Rio de Janeiro,2,2014,Housing,16.4338,1.61
,Rio de Janeiro,3,2014,Housing,16.5101,-0.19
,Rio de Janeiro,4,2014,Housing,16.278,0.38
,Rio de Janeiro,5,2014,Housing,16.2744,1.17
,Rio de Janeiro,6,2014,Housing,16.3732,-0.4
,Rio de Janeiro,7,2014,Housing,16.2305,0.39
,Rio de Janeiro,8,2014,Housing,16.2883,0.93
,Rio de Janeiro,9,2014,Housing,16.3695,0.17
,Rio de Janeiro,10,2014,Housing,16.3337,1.16
,Rio de Janeiro,11,2014,Housing,16.4377,2.12
,Rio de Janeiro,12,2014,Housing,16.7043,1.06
,Rio de Janeiro,1,2015,Housing,16.6602,2.22
,Rio de Janeiro,2,2015,Housing,16.7658,1.02
,Rio de Janeiro,3,2015,Housing,16.7331,5.98
,Rio de Janeiro,4,2015,Housing,17.5089,1.35
,Rio de Janeiro,5,2015,Housing,17.6082,1.01
,Rio de Janeiro,6,2015,Housing,17.7292,0.75
,Rio de Janeiro,7,2015,Housing,17.7342,0.1
,Rio de Janeiro,8,2015,Housing,17.654,0.64
,Rio de Janeiro,9,2015,Housing,17.7605,0.46
,Rio de Janeiro,10,2015,Housing,17.7447,0.52
,Rio de Janeiro,11,2015,Housing,17.7317,2.35
,Rio de Janeiro,12,2015,Housing,17.9331,1.22
,Rio de Janeiro,1,2016,Housing,17.9339,0.49
,Rio de Janeiro,2,2016,Housing,17.7272,-0.34
,Rio de Janeiro,3,2016,Housing,17.5369,-0.11
,Rio de Janeiro,4,2016,Housing,17.478,-0.64
,Rio de Janeiro,5,2016,Housing,17.2626,0.69
,Rio de Janeiro,6,2016,Housing,17.2827,0.33
,Rio de Janeiro,7,2016,Housing,17.2625,-0.1
,Rio de Janeiro,8,2016,Housing,17.1408,0.98
,Rio de Janeiro,9,2016,Housing,17.1267,0.42
,Rio de Janeiro,10,2016,Housing,17.2161,1.05
,Rio de Janeiro,11,2016,Housing,17.3652,-0.72
,Rio de Janeiro,12,2016,Housing,17.2412,-0.93
,Rio de Janeiro,1,2017,Housing,17.0535,0.53
,Rio de Janeiro,2,2017,Housing,17.0965,0.81
,Rio de Janeiro,3,2017,Housing,17.1088,1.6
,Rio de Janeiro,4,2017,Housing,17.3235,0.12
,Rio de Janeiro,5,2017,Housing,17.2853,1.57
,Rio de Janeiro,6,2017,Housing,17.5163,-0.45
,Rio de Janeiro,7,2017,Housing,17.4402,0.84
,Rio de Janeiro,8,2017,Housing,17.5808,0.7
,Rio de Janeiro,9,2017,Housing,17.6919,-0.43
,Rio de Janeiro,10,2017,Housing,17.5849,0.07
,Rio de Janeiro,11,2017,Housing,17.5756,1.09
,Rio de Janeiro,12,2017,Housing,17.7286,-0.11
,Rio de Janeiro,1,2018,Housing,17.6267,-0.52
,Rio de Janeiro,2,2018,Housing,17.4831,0.31
,Rio de Janeiro,3,2018,Housing,17.4023,1.42
,Rio de Janeiro,4,2018,Housing,17.6359,0.91
,Rio de Janeiro,5,2018,Housing,17.7451,0.37
,Rio de Janeiro,6,2018,Housing,17.7683,2.05
,Rio de Janeiro,7,2018,Housing,17.9048,0.57
,Rio de Janeiro,8,2018,Housing,17.8834,-0.33
,Rio de Janeiro,9,2018,Housing,17.8847,0.33
,Rio de Janeiro,10,2018,Housing,17.8695,-0.06
,Rio de Janeiro,11,2018,Housing,17.8194,-0.63
,Rio de Janeiro,12,2018,Housing,17.7164,-0.35
,Rio de Janeiro,1,2019,Housing,17.5944,0.9
,Sao Paulo,1,2012,Housing,14.2576,0.39
,Sao Paulo,2,2012,Housing,14.2402,0.27
,Sao Paulo,3,2012,Housing,14.2279,0.38
,Sao Paulo,4,2012,Housing,14.2758,0.72
,Sao Paulo,5,2012,Housing,14.2865,0.19
,Sao Paulo,6,2012,Housing,14.2779,0.39
,Sao Paulo,7,2012,Housing,14.328,0.72
,Sao Paulo,8,2012,Housing,14.3771,-0.43
,Sao Paulo,9,2012,Housing,14.2685,0.82
,Sao Paulo,10,2012,Housing,14.3099,0.52
,Sao Paulo,11,2012,Housing,14.3121,0.5
,Sao Paulo,12,2012,Housing,14.3199,0.72
,Sao Paulo,1,2013,Housing,14.3394,0.07
,Sao Paulo,2,2013,Housing,14.2103,-2.04
,Sao Paulo,3,2013,Housing,13.8269,0.41
,Sao Paulo,4,2013,Housing,13.8237,0.29
,Sao Paulo,5,2013,Housing,13.7945,0.55
,Sao Paulo,6,2013,Housing,13.8341,0.63
,Sao Paulo,7,2013,Housing,13.8755,0.71
,Sao Paulo,8,2013,Housing,13.9623,0.45
,Sao Paulo,9,2013,Housing,13.9849,0.57
,Sao Paulo,10,2013,Housing,14.0096,0.44
,Sao Paulo,11,2013,Housing,13.9763,0.45
,Sao Paulo,12,2013,Housing,13.9849,0.74
,Sao Paulo,1,2014,Housing,13.9612,0.65
,Sao Paulo,2,2014,Housing,13.9825,0.63
,Sao Paulo,3,2014,Housing,13.9314,0.22
,Sao Paulo,4,2014,Housing,13.8394,0.7
,Sao Paulo,5,2014,Housing,13.8722,-1.66
,Sao Paulo,6,2014,Housing,13.6183,0.84
,Sao Paulo,7,2014,Housing,13.6749,2.02
,Sao Paulo,8,2014,Housing,13.9227,1.19
,Sao Paulo,9,2014,Housing,14.0612,0.38
,Sao Paulo,10,2014,Housing,14.0185,0.68
,Sao Paulo,11,2014,Housing,14.0602,0.45
,Sao Paulo,12,2014,Housing,14.0611,0.28
,Sao Paulo,1,2015,Housing,14.0165,3.21
,Sao Paulo,2,2015,Housing,14.2578,1.69
,Sao Paulo,3,2015,Housing,14.3185,5.59
,Sao Paulo,4,2015,Housing,14.9293,0.4
,Sao Paulo,5,2015,Housing,14.9052,1.09
,Sao Paulo,6,2015,Housing,14.958,1.05
,Sao Paulo,7,2015,Housing,14.9897,3.1
,Sao Paulo,8,2015,Housing,15.3294,0.33
,Sao Paulo,9,2015,Housing,15.3368,1.53
,Sao Paulo,10,2015,Housing,15.4549,0.72
,Sao Paulo,11,2015,Housing,15.4197,0.79
,Sao Paulo,12,2015,Housing,15.4145,0.25
,Sao Paulo,1,2016,Housing,15.328,0.8
,Sao Paulo,2,2016,Housing,15.2888,-0.2
,Sao Paulo,3,2016,Housing,15.1323,-0.55
,Sao Paulo,4,2016,Housing,14.9711,-0.6
,Sao Paulo,5,2016,Housing,14.8299,3.58
,Sao Paulo,6,2016,Housing,15.215,0.54
,Sao Paulo,7,2016,Housing,15.2294,-0.96
,Sao Paulo,8,2016,Housing,15.0282,0.22
,Sao Paulo,9,2016,Housing,14.9735,0.26
,Sao Paulo,10,2016,Housing,14.997,0.15
,Sao Paulo,11,2016,Housing,14.987,0.56
,Sao Paulo,12,2016,Housing,15.0403,-0.36
,Sao Paulo,1,2017,Housing,14.9363,-0.13
,Sao Paulo,2,2017,Housing,14.8887,0.37
,Sao Paulo,3,2017,Housing,14.9012,1.06
,Sao Paulo,4,2017,Housing,15.0186,-1.45
,Sao Paulo,5,2017,Housing,14.7815,2.39
,Sao Paulo,6,2017,Housing,15.0742,-1.18
,Sao Paulo,7,2017,Housing,14.9359,2.17
,Sao Paulo,8,2017,Housing,15.1991,0.79
,Sao Paulo,9,2017,Housing,15.2697,-0.71
,Sao Paulo,10,2017,Housing,15.1274,1.42
,Sao Paulo,11,2017,Housing,15.2685,1.64
,Sao Paulo,12,2017,Housing,15.4362,-0.01
,Sao Paulo,1,2018,Housing,15.3419,-0.89
,Sao Paulo,2,2018,Housing,15.1793,0.26
,Sao Paulo,3,2018,Housing,15.1702,0.1
,Sao Paulo,4,2018,Housing,15.1597,-0.24
,Sao Paulo,5,2018,Housing,15.1117,0.35
,Sao Paulo,6,2018,Housing,15.1319,1.86
,Sao Paulo,7,2018,Housing,15.2406,2.75
,Sao Paulo,8,2018,Housing,15.5608,0.68
,Sao Paulo,9,2018,Housing,15.6424,0.56
,Sao Paulo,10,2018,Housing,15.6288,-0.09
,Sao Paulo,11,2018,Housing,15.5534,-0.82
,Sao Paulo,12,2018,Housing,15.4782,0.01
,Sao Paulo,1,2019,Housing,15.4747,0.23
,Curitiba,1,2012,Housing,15.4766,0.87
,Curitiba,2,2012,Housing,15.5613,0.6
,Curitiba,3,2012,Housing,15.6105,0.79
,Curitiba,4,2012,Housing,15.7161,1.92
,Curitiba,5,2012,Housing,15.9142,0.42
,Curitiba,6,2012,Housing,15.9055,0.22
,Curitiba,7,2012,Housing,15.9277,-0.04
,Curitiba,8,2012,Housing,15.8579,0.33
,Curitiba,9,2012,Housing,15.8106,0.31
,Curitiba,10,2012,Housing,15.8111,0.29
,Curitiba,11,2012,Housing,15.7957,0.4
,Curitiba,12,2012,Housing,15.683,0.4
,Curitiba,1,2013,Housing,15.6201,-0.25
,Curitiba,2,2013,Housing,15.4806,-2.48
,Curitiba,3,2013,Housing,15.0258,0.62
,Curitiba,4,2013,Housing,15.0827,1.07
,Curitiba,5,2013,Housing,15.1678,0.47
,Curitiba,6,2013,Housing,15.1885,0.47
,Curitiba,7,2013,Housing,15.2565,1.15
,Curitiba,8,2013,Housing,15.3486,0.68
,Curitiba,9,2013,Housing,15.3809,0.36
,Curitiba,10,2013,Housing,15.3941,0.66
,Curitiba,11,2013,Housing,15.3948,0.3
,Curitiba,12,2013,Housing,15.3675,0.35
,Curitiba,1,2014,Housing,15.2854,0.67
,Curitiba,2,2014,Housing,15.2744,0.92
,Curitiba,3,2014,Housing,15.3605,0.59
,Curitiba,4,2014,Housing,15.3124,1
,Curitiba,5,2014,Housing,15.3469,0.7
,Curitiba,6,2014,Housing,15.3754,0.11
,Curitiba,7,2014,Housing,15.3255,4.52
,Curitiba,8,2014,Housing,15.9298,0.39
,Curitiba,9,2014,Housing,15.9743,0.75
,Curitiba,10,2014,Housing,16.0127,0.37
,Curitiba,11,2014,Housing,16.0276,0.46
,Curitiba,12,2014,Housing,16.0357,0.45
,Curitiba,1,2015,Housing,15.9703,1.92
,Curitiba,2,2015,Housing,16.1299,0.57
,Curitiba,3,2015,Housing,16.0034,7.44
,Curitiba,4,2015,Housing,16.9282,2.51
,Curitiba,5,2015,Housing,17.1214,0.44
,Curitiba,6,2015,Housing,17.0599,1.58
,Curitiba,7,2015,Housing,17.168,3.44
,Curitiba,8,2015,Housing,17.5925,0.52
,Curitiba,9,2015,Housing,17.5879,1.61
,Curitiba,10,2015,Housing,17.7649,0.16
,Curitiba,11,2015,Housing,17.6783,0.41
,Curitiba,12,2015,Housing,17.5645,0.71
,Curitiba,1,2016,Housing,17.4828,0.36
,Curitiba,2,2016,Housing,17.4249,-0.54
,Curitiba,3,2016,Housing,17.193,-0.67
,Curitiba,4,2016,Housing,17.0001,0.43
,Curitiba,5,2016,Housing,16.9656,0.4
,Curitiba,6,2016,Housing,16.9255,-0.36
,Curitiba,7,2016,Housing,16.8422,-2.38
,Curitiba,8,2016,Housing,16.4144,0.24
,Curitiba,9,2016,Housing,16.4019,0.45
,Curitiba,10,2016,Housing,16.4382,0.2
,Curitiba,11,2016,Housing,16.4732,0.8
,Curitiba,12,2016,Housing,16.5805,-0.94
,Curitiba,1,2017,Housing,16.4008,0.01
,Curitiba,2,2017,Housing,16.356,0.01
,Curitiba,3,2017,Housing,16.2881,1.23
,Curitiba,4,2017,Housing,16.4606,-1.34
,Curitiba,5,2017,Housing,16.2638,2.77
,Curitiba,6,2017,Housing,16.6337,0.25
,Curitiba,7,2017,Housing,16.69,2.19
,Curitiba,8,2017,Housing,16.9656,0.71
,Curitiba,9,2017,Housing,17.0212,-0.07
,Curitiba,10,2017,Housing,16.9759,1.21
,Curitiba,11,2017,Housing,17.0596,0.89
,Curitiba,12,2017,Housing,17.2393,-0.75
,Curitiba,1,2018,Housing,17.0136,-0.85
,Curitiba,2,2018,Housing,16.8292,0.02
,Curitiba,3,2018,Housing,16.818,-0.55
,Curitiba,4,2018,Housing,16.7272,-0.11
,Curitiba,5,2018,Housing,16.7096,0.69
,Curitiba,6,2018,Housing,16.7509,2.85
,Curitiba,7,2018,Housing,16.9592,2.51
,Curitiba,8,2018,Housing,17.3221,0.39
,Curitiba,9,2018,Housing,17.4117,0.63
,Curitiba,10,2018,Housing,17.412,1.18
,Curitiba,11,2018,Housing,17.5165,-1.13
,Curitiba,12,2018,Housing,17.3656,-0.51
,Curitiba,1,2019,Housing,17.3048,-0.15
,Porto Alegre,1,2012,Housing,13.8078,0.59
,Porto Alegre,2,2012,Housing,13.8511,0.79
,Porto Alegre,3,2012,Housing,13.8968,0.27
,Porto Alegre,4,2012,Housing,13.913,0.73
,Porto Alegre,5,2012,Housing,13.9123,0.72
,Porto Alegre,6,2012,Housing,13.9534,-0.17
,Porto Alegre,7,2012,Housing,13.9178,0.87
,Porto Alegre,8,2012,Housing,13.9469,0.27
,Porto Alegre,9,2012,Housing,13.901,0.78
,Porto Alegre,10,2012,Housing,13.9266,0.16
,Porto Alegre,11,2012,Housing,13.8812,-0.22
,Porto Alegre,12,2012,Housing,13.8044,0.36
,Porto Alegre,1,2013,Housing,13.7697,-0.71
,Porto Alegre,2,2013,Housing,13.5523,-3.18
,Porto Alegre,3,2013,Housing,13.0737,0.33
,Porto Alegre,4,2013,Housing,13.0728,0.76
,Porto Alegre,5,2013,Housing,13.1407,0.49
,Porto Alegre,6,2013,Housing,13.144,-0.1
,Porto Alegre,7,2013,Housing,13.1016,0.97
,Porto Alegre,8,2013,Housing,13.203,0.78
,Porto Alegre,9,2013,Housing,13.2428,0.37
,Porto Alegre,10,2013,Housing,13.1992,0.92
,Porto Alegre,11,2013,Housing,13.2527,1.6
,Porto Alegre,12,2013,Housing,13.3903,0.36
,Porto Alegre,1,2014,Housing,13.3468,0.45
,Porto Alegre,2,2014,Housing,13.3373,0.74
,Porto Alegre,3,2014,Housing,13.377,-0.07
,Porto Alegre,4,2014,Housing,13.2545,1.02
,Porto Alegre,5,2014,Housing,13.2546,1.65
,Porto Alegre,6,2014,Housing,13.372,0.63
